index,_id,channel,created_at,duration,lang,machine_id,ts,tui,tv,url,zip_url,date
3434936,{'$oid': '5bb2b521bf8a0000075b45fd'},WAGA_FOX_ATLANTA,{'$date': '2018-10-02T00:00:33.087Z'},900000,dflt,ENSWERCCR7_4_216,{'$numberLong': '1538437500000'},251537838,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_4_216/WAGA_FOX_ATLANTA/ccaptions/2018/10/01/26f7809de04e05684f9c62e5f3d5a8ae.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_4_216/WAGA_FOX_ATLANTA/ccaptions/2018/10/01/26f7809de04e05684f9c62e5f3d5a8ae.cc.gz,2018-10-02 00:00:33.087
3434937,{'$oid': '5bb2b521c1d841000795613e'},KIAH_CW_HOUSTON,{'$date': '2018-10-02T00:00:33.968Z'},900000,dflt,ENSWERCCR7_114_213,{'$numberLong': '1538437500000'},251538407,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_114_213/KIAH_CW_HOUSTON/ccaptions/2018/10/01/28c2cd1261648892b3e3d0069e6bab28.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_114_213/KIAH_CW_HOUSTON/ccaptions/2018/10/01/28c2cd1261648892b3e3d0069e6bab28.cc.gz,2018-10-02 00:00:33.968
3434938,{'$oid': '5bb2b521c786e900088f7d77'},WFLA_NBC_TAMPA,{'$date': '2018-10-02T00:00:33.955Z'},900000,dflt,ENSWERCCR7_99_127,{'$numberLong': '1538437500000'},251538171,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_99_127/WFLA_NBC_TAMPA/ccaptions/2018/10/01/384968ce457f5b35e654562f652f58bc.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_99_127/WFLA_NBC_TAMPA/ccaptions/2018/10/01/384968ce457f5b35e654562f652f58bc.cc.gz,2018-10-02 00:00:33.955
3434939,{'$oid': '5bb2b521e08b9f000745fb78'},KWEX_UNIVISION_SAN_ANTONIO,{'$date': '2018-10-02T00:00:33.460Z'},900000,dflt,ENSWERCCR7_53_219,{'$numberLong': '1538437500000'},251533497,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_53_219/KWEX_UNIVISION_SAN_ANTONIO/ccaptions/2018/10/01/f64a7fa0ecdea20d5989bef3225d703f.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_53_219/KWEX_UNIVISION_SAN_ANTONIO/ccaptions/2018/10/01/f64a7fa0ecdea20d5989bef3225d703f.cc.gz,2018-10-02 00:00:33.460
3434940,{'$oid': '5bb2b52201b9ab00074ed100'},WRDC_MY_NETWORK_RALEIGH,{'$date': '2018-10-02T00:00:34.674Z'},900000,dflt,ENSWERCCR7_208_56,{'$numberLong': '1538437500000'},251536957,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_208_56/WRDC_MY_NETWORK_RALEIGH/ccaptions/2018/10/01/a91cb3763d1009347fbc666bc804c1b1.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_208_56/WRDC_MY_NETWORK_RALEIGH/ccaptions/2018/10/01/a91cb3763d1009347fbc666bc804c1b1.cc.gz,2018-10-02 00:00:34.674
3434941,{'$oid': '5bb2b5221644d500079455f1'},WBBH_NBC_FT_MYERS,{'$date': '2018-10-02T00:00:34.866Z'},900000,dflt,ENSWERCCR7_199_11,{'$numberLong': '1538437500000'},251549895,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_199_11/WBBH_NBC_FT_MYERS/ccaptions/2018/10/01/deba246920ede291dd6b3c69faba7de8.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_199_11/WBBH_NBC_FT_MYERS/ccaptions/2018/10/01/deba246920ede291dd6b3c69faba7de8.cc.gz,2018-10-02 00:00:34.866
3434942,{'$oid': '5bb2b5221644d500079455f2'},WFTX_FOX_FT_MYERS,{'$date': '2018-10-02T00:00:34.900Z'},900000,dflt,ENSWERCCR7_199_11,{'$numberLong': '1538437500000'},251544057,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_199_11/WFTX_FOX_FT_MYERS/ccaptions/2018/10/01/bb3dc9ff3d193ca3ca5280f9b8d057de.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_199_11/WFTX_FOX_FT_MYERS/ccaptions/2018/10/01/bb3dc9ff3d193ca3ca5280f9b8d057de.cc.gz,2018-10-02 00:00:34.900
3434943,{'$oid': '5bb2b522401275000aecb2c2'},WCCB_CW_CHARLOTTE,{'$date': '2018-10-02T00:00:34.852Z'},900000,dflt,ENSWERCCR7_66_183,{'$numberLong': '1538437500000'},251538183,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_66_183/WCCB_CW_CHARLOTTE/ccaptions/2018/10/01/c800d70ec77d900792dd8991dad60694.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_66_183/WCCB_CW_CHARLOTTE/ccaptions/2018/10/01/c800d70ec77d900792dd8991dad60694.cc.gz,2018-10-02 00:00:34.852
3434944,{'$oid': '5bb2b522435a280007f0c8ae'},KRON_MY_NETWORK_TV_SF,{'$date': '2018-10-02T00:00:34.665Z'},900000,dflt,ENSWERCCR7_32_8,{'$numberLong': '1538437500000'},251540792,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_32_8/KRON_MY_NETWORK_TV_SF/ccaptions/2018/10/01/270c08f6512ba006cb47f4defbdcd9dd.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_32_8/KRON_MY_NETWORK_TV_SF/ccaptions/2018/10/01/270c08f6512ba006cb47f4defbdcd9dd.cc.gz,2018-10-02 00:00:34.665
3434945,{'$oid': '5bb2b5224a99b80007c255cb'},KSL_NBC_SLC,{'$date': '2018-10-02T00:00:34.396Z'},900000,dflt,ENSWERCCR7_154_93,{'$numberLong': '1538437500000'},251537824,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KSL_NBC_SLC/ccaptions/2018/10/01/7a2e73016f98e02b406b2a47234812c3.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KSL_NBC_SLC/ccaptions/2018/10/01/7a2e73016f98e02b406b2a47234812c3.cc.gz,2018-10-02 00:00:34.396
3434946,{'$oid': '5bb2b5224a99b80007c255cc'},KJZZ_INDEPENDENT_SLC,{'$date': '2018-10-02T00:00:34.455Z'},900000,dflt,ENSWERCCR7_154_93,{'$numberLong': '1538437500000'},251535332,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KJZZ_INDEPENDENT_SLC/ccaptions/2018/10/01/cecdd4425a9ef1f0784434702c164567.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KJZZ_INDEPENDENT_SLC/ccaptions/2018/10/01/cecdd4425a9ef1f0784434702c164567.cc.gz,2018-10-02 00:00:34.455
3434947,{'$oid': '5bb2b5224a99b80007c255cd'},KUTV_CBS_SLC,{'$date': '2018-10-02T00:00:34.510Z'},900000,dflt,ENSWERCCR7_154_93,{'$numberLong': '1538437500000'},251538419,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KUTV_CBS_SLC/ccaptions/2018/10/01/07da194c57190cd1e47708fbc7232ed8.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KUTV_CBS_SLC/ccaptions/2018/10/01/07da194c57190cd1e47708fbc7232ed8.cc.gz,2018-10-02 00:00:34.510
3434948,{'$oid': '5bb2b5226444bf0009bde98c'},WDAF_FOX_KC,{'$date': '2018-10-02T00:00:34.637Z'},900000,dflt,ENSWERCCR7_78_69,{'$numberLong': '1538437500000'},251538200,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/WDAF_FOX_KC/ccaptions/2018/10/01/d3e855be30b3eb94a908291dde202cf2.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/WDAF_FOX_KC/ccaptions/2018/10/01/d3e855be30b3eb94a908291dde202cf2.cc.gz,2018-10-02 00:00:34.637
3434949,{'$oid': '5bb2b52270a2170008c64e7d'},WTLV_NBC_JACKSONVILLE,{'$date': '2018-10-02T00:00:34.692Z'},900000,dflt,ENSWERCCR7_10_19,{'$numberLong': '1538437500000'},251548930,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_10_19/WTLV_NBC_JACKSONVILLE/ccaptions/2018/10/01/44c6b1293678bee795127b9dcb4508d3.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_10_19/WTLV_NBC_JACKSONVILLE/ccaptions/2018/10/01/44c6b1293678bee795127b9dcb4508d3.cc.gz,2018-10-02 00:00:34.692
3434950,{'$oid': '5bb2b522893e3c000744161f'},KAUT_INDEPENDENT_OKLAHOMA_CITY,{'$date': '2018-10-02T00:00:34.826Z'},900000,dflt,ENSWERCCR7_115_202,{'$numberLong': '1538437500000'},251535024,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_115_202/KAUT_INDEPENDENT_OKLAHOMA_CITY/ccaptions/2018/10/01/58f6b29e0a7e15259fb99cbceb488ea1.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_115_202/KAUT_INDEPENDENT_OKLAHOMA_CITY/ccaptions/2018/10/01/58f6b29e0a7e15259fb99cbceb488ea1.cc.gz,2018-10-02 00:00:34.826
3434951,{'$oid': '5bb2b522893e3c0007441620'},KFOR_NBC_OKLAHOMA_CITY,{'$date': '2018-10-02T00:00:34.865Z'},900000,dflt,ENSWERCCR7_115_202,{'$numberLong': '1538437500000'},251536155,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_115_202/KFOR_NBC_OKLAHOMA_CITY/ccaptions/2018/10/01/62a09f98a80126e18e1b9a8b5b8f702d.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_115_202/KFOR_NBC_OKLAHOMA_CITY/ccaptions/2018/10/01/62a09f98a80126e18e1b9a8b5b8f702d.cc.gz,2018-10-02 00:00:34.865
3434952,{'$oid': '5bb2b5228e19360007fd7023'},WEATHER_CHANNEL_SD,{'$date': '2018-10-02T00:00:34.354Z'},900000,dflt,ENSWERCCR2_ingest208,{'$numberLong': '1538437500000'},251544021,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest208/WEATHER_CHANNEL_SD/ccaptions/2018/10/01/4f9a084b243223df35bd1f90e056c429.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest208/WEATHER_CHANNEL_SD/ccaptions/2018/10/01/4f9a084b243223df35bd1f90e056c429.cc.gz,2018-10-02 00:00:34.354
3434953,{'$oid': '5bb2b522ae8dc90007ff50be'},WCMH_NBC_COLUMBUS,{'$date': '2018-10-02T00:00:34.956Z'},900000,dflt,ENSWERCCR7_119_44,{'$numberLong': '1538437500000'},251534033,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_119_44/WCMH_NBC_COLUMBUS/ccaptions/2018/10/01/a32a1e0fb0c904930fc419292bfa6ace.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_119_44/WCMH_NBC_COLUMBUS/ccaptions/2018/10/01/a32a1e0fb0c904930fc419292bfa6ace.cc.gz,2018-10-02 00:00:34.956
3434954,{'$oid': '5bb2b522ae8dc90007ff50bf'},WTTE_FOX_COLUMBUS,{'$date': '2018-10-02T00:00:34.982Z'},900000,dflt,ENSWERCCR7_119_44,{'$numberLong': '1538437500000'},251534032,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_119_44/WTTE_FOX_COLUMBUS/ccaptions/2018/10/01/e03d4ea3d3ac49ce468da3daed7b28d8.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_119_44/WTTE_FOX_COLUMBUS/ccaptions/2018/10/01/e03d4ea3d3ac49ce468da3daed7b28d8.cc.gz,2018-10-02 00:00:34.982
3434955,{'$oid': '5bb2b522c0138c00073a2bb0'},KSNV_NBC_LAS_VEGAS,{'$date': '2018-10-02T00:00:34.797Z'},900000,dflt,ENSWERCCR7_127_99,{'$numberLong': '1538437500000'},251538409,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_99/KSNV_NBC_LAS_VEGAS/ccaptions/2018/10/01/9650263820c796b627c7a63fe2b0a9d0.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_99/KSNV_NBC_LAS_VEGAS/ccaptions/2018/10/01/9650263820c796b627c7a63fe2b0a9d0.cc.gz,2018-10-02 00:00:34.797
3434956,{'$oid': '5bb2b522f748a80007b841de'},UP_SD,{'$date': '2018-10-02T00:00:34.576Z'},900000,dflt,ENSWERCCR7_136_147,{'$numberLong': '1538437500000'},251550352,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_136_147/UP_SD/ccaptions/2018/10/01/ac85eed869a86a30190eb26681dc48e8.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_136_147/UP_SD/ccaptions/2018/10/01/ac85eed869a86a30190eb26681dc48e8.cc.gz,2018-10-02 00:00:34.576
3434957,{'$oid': '5bb2b52321cb3500074914b3'},WESH_NBC_ORLANDO,{'$date': '2018-10-02T00:00:35.042Z'},900000,dflt,ENSWERCCR7_70_75,{'$numberLong': '1538437500000'},251538403,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_70_75/WESH_NBC_ORLANDO/ccaptions/2018/10/01/7f087203e5ac7b77c8f30caad3616779.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_70_75/WESH_NBC_ORLANDO/ccaptions/2018/10/01/7f087203e5ac7b77c8f30caad3616779.cc.gz,2018-10-02 00:00:35.042
3434958,{'$oid': '5bb2b52321cb3500074914b4'},WFTV_ABC_ORLANDO,{'$date': '2018-10-02T00:00:35.070Z'},900000,dflt,ENSWERCCR7_70_75,{'$numberLong': '1538437500000'},251541116,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_70_75/WFTV_ABC_ORLANDO/ccaptions/2018/10/01/44caa0afe58a4ba5c2f694adfa5d5215.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_70_75/WFTV_ABC_ORLANDO/ccaptions/2018/10/01/44caa0afe58a4ba5c2f694adfa5d5215.cc.gz,2018-10-02 00:00:35.070
3434959,{'$oid': '5bb2b5233fd0f60008e17f94'},WJBK_FOX_DETROIT,{'$date': '2018-10-02T00:00:35.392Z'},900000,dflt,ENSWERCCR7_151_232,{'$numberLong': '1538437500000'},251549116,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_151_232/WJBK_FOX_DETROIT/ccaptions/2018/10/01/beddad342b0412485ce7bf1453515400.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_151_232/WJBK_FOX_DETROIT/ccaptions/2018/10/01/beddad342b0412485ce7bf1453515400.cc.gz,2018-10-02 00:00:35.392
3434960,{'$oid': '5bb2b5235c9d160008995949'},KPNX_NBC_PHOENIX,{'$date': '2018-10-02T00:00:35.953Z'},900000,dflt,ENSWERCCR7_64_195,{'$numberLong': '1538437500000'},251546601,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_64_195/KPNX_NBC_PHOENIX/ccaptions/2018/10/01/684705c93d4cd9462fb50c95c5f5d035.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_64_195/KPNX_NBC_PHOENIX/ccaptions/2018/10/01/684705c93d4cd9462fb50c95c5f5d035.cc.gz,2018-10-02 00:00:35.953
3434961,{'$oid': '5bb2b5235efe1f00077c2528'},KCRA_NBC_SACRAMENTO,{'$date': '2018-10-02T00:00:35.751Z'},900000,dflt,ENSWERCCR7_134_194,{'$numberLong': '1538437500000'},251537996,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_134_194/KCRA_NBC_SACRAMENTO/ccaptions/2018/10/01/573cfcd8d52f2e31958f95108fc3730a.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_134_194/KCRA_NBC_SACRAMENTO/ccaptions/2018/10/01/573cfcd8d52f2e31958f95108fc3730a.cc.gz,2018-10-02 00:00:35.751
3434962,{'$oid': '5bb2b52361aed300080d0d81'},KOTV_CBS_TULSA,{'$date': '2018-10-02T00:00:35.223Z'},900000,dflt,ENSWERCCR7_154,{'$numberLong': '1538437500000'},251534792,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154/KOTV_CBS_TULSA/ccaptions/2018/10/01/d9ae581d791ca9d86ee07576e9cb5712.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154/KOTV_CBS_TULSA/ccaptions/2018/10/01/d9ae581d791ca9d86ee07576e9cb5712.cc.gz,2018-10-02 00:00:35.223
3434963,{'$oid': '5bb2b5236f40ed000728b8ba'},KSTW_CW_SEATTLE,{'$date': '2018-10-02T00:00:35.931Z'},900000,dflt,ENSWERCCR7_48_2,{'$numberLong': '1538437500000'},251536136,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_48_2/KSTW_CW_SEATTLE/ccaptions/2018/10/01/8b6b4b839472c89eff198051f109fc60.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_48_2/KSTW_CW_SEATTLE/ccaptions/2018/10/01/8b6b4b839472c89eff198051f109fc60.cc.gz,2018-10-02 00:00:35.931
3434964,{'$oid': '5bb2b5239d1f050008c63fd5'},KSTC_INDEPENDENT_MINNEAPOLIS,{'$date': '2018-10-02T00:00:35.475Z'},900000,dflt,ENSWERCCR7_177_93,{'$numberLong': '1538437500000'},251539132,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KSTC_INDEPENDENT_MINNEAPOLIS/ccaptions/2018/10/01/05555f5f49c10dfcb3a3a1c8dcd25a62.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KSTC_INDEPENDENT_MINNEAPOLIS/ccaptions/2018/10/01/05555f5f49c10dfcb3a3a1c8dcd25a62.cc.gz,2018-10-02 00:00:35.475
3434965,{'$oid': '5bb2b5239d1f050008c63fd6'},KARE_NBC_MINNEAPOLIS,{'$date': '2018-10-02T00:00:35.511Z'},900000,dflt,ENSWERCCR7_177_93,{'$numberLong': '1538437500000'},251546599,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KARE_NBC_MINNEAPOLIS/ccaptions/2018/10/01/cc4cf5f9516a25122945e4a5a30a9942.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KARE_NBC_MINNEAPOLIS/ccaptions/2018/10/01/cc4cf5f9516a25122945e4a5a30a9942.cc.gz,2018-10-02 00:00:35.511
3434966,{'$oid': '5bb2b5239d1f050008c63fd7'},WCCO_CBS_MINNEAPOLIS,{'$date': '2018-10-02T00:00:35.545Z'},900000,dflt,ENSWERCCR7_177_93,{'$numberLong': '1538437500000'},251538179,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/WCCO_CBS_MINNEAPOLIS/ccaptions/2018/10/01/2503e127721f71bbbcab344d3dd9e8ed.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/WCCO_CBS_MINNEAPOLIS/ccaptions/2018/10/01/2503e127721f71bbbcab344d3dd9e8ed.cc.gz,2018-10-02 00:00:35.545
3434967,{'$oid': '5bb2b5239d1f050008c63fd8'},WFTC_MY_NETWORK_MINNEAPOLIS,{'$date': '2018-10-02T00:00:35.584Z'},900000,dflt,ENSWERCCR7_177_93,{'$numberLong': '1538437500000'},251537526,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/WFTC_MY_NETWORK_MINNEAPOLIS/ccaptions/2018/10/01/fe7b005e3ac6f06b101ac47b3cbbffda.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/WFTC_MY_NETWORK_MINNEAPOLIS/ccaptions/2018/10/01/fe7b005e3ac6f06b101ac47b3cbbffda.cc.gz,2018-10-02 00:00:35.584
3434968,{'$oid': '5bb2b5239d1f050008c63fd9'},KMSP_FOX_MINNEAPOLIS,{'$date': '2018-10-02T00:00:35.618Z'},900000,dflt,ENSWERCCR7_177_93,{'$numberLong': '1538437500000'},251534697,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KMSP_FOX_MINNEAPOLIS/ccaptions/2018/10/01/70d97408aadec2e59b56a21bfa121bf0.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_177_93/KMSP_FOX_MINNEAPOLIS/ccaptions/2018/10/01/70d97408aadec2e59b56a21bfa121bf0.cc.gz,2018-10-02 00:00:35.618
3434969,{'$oid': '5bb2b523aa78ba0007d889d3'},FOX_WNYW_HD,{'$date': '2018-10-02T00:00:35.637Z'},900000,dflt,ENSWERCCR7_147_66,{'$numberLong': '1538437500000'},251539918,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_147_66/FOX_WNYW_HD/ccaptions/2018/10/01/4ffba7bf594bedb27a0b3e8d22225f1c.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_147_66/FOX_WNYW_HD/ccaptions/2018/10/01/4ffba7bf594bedb27a0b3e8d22225f1c.cc.gz,2018-10-02 00:00:35.637
3434970,{'$oid': '5bb2b523edd0c10015b774b4'},UNIMAS_KFTR,{'$date': '2018-10-02T00:00:35.457Z'},900000,dflt,ENSWERCCR7_247,{'$numberLong': '1538437500000'},251537479,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_247/UNIMAS_KFTR/ccaptions/2018/10/01/a2acd32b9ff20c02ce0eecab33a61f8d.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_247/UNIMAS_KFTR/ccaptions/2018/10/01/a2acd32b9ff20c02ce0eecab33a61f8d.cc.gz,2018-10-02 00:00:35.457
3434971,{'$oid': '5bb2b52403b50a000740305e'},WHIO_CBS_DAYTON,{'$date': '2018-10-02T00:00:36.601Z'},900000,dflt,ENSWERCCR7_153,{'$numberLong': '1538437500000'},251533703,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153/WHIO_CBS_DAYTON/ccaptions/2018/10/01/5b17b3501704f703f5bd6d96eb0ed920.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153/WHIO_CBS_DAYTON/ccaptions/2018/10/01/5b17b3501704f703f5bd6d96eb0ed920.cc.gz,2018-10-02 00:00:36.601
3434972,{'$oid': '5bb2b5241f9aac000e4a05b1'},WCIU,{'$date': '2018-10-02T00:00:36.414Z'},900000,dflt,ENSWERCCR7_90,{'$numberLong': '1538437500000'},251533586,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WCIU/ccaptions/2018/10/01/f468592a84727703a00ae94bfa5ecc1f.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WCIU/ccaptions/2018/10/01/f468592a84727703a00ae94bfa5ecc1f.cc.gz,2018-10-02 00:00:36.414
3434973,{'$oid': '5bb2b52433e2850007ae818e'},WMAR_ABC_BALTIMORE,{'$date': '2018-10-02T00:00:36.522Z'},900000,dflt,ENSWERCCR7_153_190,{'$numberLong': '1538437500000'},251538175,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153_190/WMAR_ABC_BALTIMORE/ccaptions/2018/10/01/26f6e4cfc5a7b9276ebf86464110e0dd.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153_190/WMAR_ABC_BALTIMORE/ccaptions/2018/10/01/26f6e4cfc5a7b9276ebf86464110e0dd.cc.gz,2018-10-02 00:00:36.522
3434974,{'$oid': '5bb2b524455565000796938e'},WMUR_ABC_MANCHESTER,{'$date': '2018-10-02T00:00:36.051Z'},900000,dflt,ENSWERCCR7_105_213,{'$numberLong': '1538437500000'},251543983,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_105_213/WMUR_ABC_MANCHESTER/ccaptions/2018/10/01/a413ae747f9c41171657b039fc06bdef.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_105_213/WMUR_ABC_MANCHESTER/ccaptions/2018/10/01/a413ae747f9c41171657b039fc06bdef.cc.gz,2018-10-02 00:00:36.051
