index,_id,channel,created_at,duration,lang,machine_id,ts,tui,tv,url,zip_url,date
3434672,{'$oid': '5bb2b5082c1ba60007fc013d'},WBNX_HD_CW,{'$date': '2018-10-02T00:00:08.982Z'},900000,dflt,ENSWERCCR7_8_3,{'$numberLong': '1538437500000'},251536767,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_8_3/WBNX_HD_CW/ccaptions/2018/10/01/393cd7c008e0f5c24c2d30be1371afa6.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_8_3/WBNX_HD_CW/ccaptions/2018/10/01/393cd7c008e0f5c24c2d30be1371afa6.cc.gz,2018-10-02 00:00:08.982
3434673,{'$oid': '5bb2b5106f40ed000728b879'},KZJO_MY_NETWORK_SEATTLE,{'$date': '2018-10-02T00:00:16.702Z'},900000,dflt,ENSWERCCR7_48_2,{'$numberLong': '1538437500000'},251533435,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_48_2/KZJO_MY_NETWORK_SEATTLE/ccaptions/2018/10/01/431a55a6c51ec4e39e9d6d4e318bb464.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_48_2/KZJO_MY_NETWORK_SEATTLE/ccaptions/2018/10/01/431a55a6c51ec4e39e9d6d4e318bb464.cc.gz,2018-10-02 00:00:16.702
3434674,{'$oid': '5bb2b51170969a000bc9a14e'},WVUA_THIS_TV_BIRMINGHAM,{'$date': '2018-10-02T00:00:17.995Z'},900000,dflt,ENSWERCCR7_65_236,{'$numberLong': '1538435700000'},251541606,{'$date': '2018-10-01T23:15:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_65_236/WVUA_THIS_TV_BIRMINGHAM/ccaptions/2018/10/01/2a2d3dab7e143b6e43aba4ea87247bc5.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_65_236/WVUA_THIS_TV_BIRMINGHAM/ccaptions/2018/10/01/2a2d3dab7e143b6e43aba4ea87247bc5.cc.gz,2018-10-02 00:00:17.995
3434675,{'$oid': '5bb2b51187701400079ec41d'},TV_LAND,{'$date': '2018-10-02T00:00:17.925Z'},900000,dflt,ENSWERCCR4_22,{'$numberLong': '1538437500000'},251536903,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR4_22/TV_LAND/ccaptions/2018/10/01/3970508e969ed593325f5c67126e5b9e.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR4_22/TV_LAND/ccaptions/2018/10/01/3970508e969ed593325f5c67126e5b9e.cc.gz,2018-10-02 00:00:17.925
3434676,{'$oid': '5bb2b511b18af90007b4e445'},WPCH_INDEPENDENT_ATLANTA,{'$date': '2018-10-02T00:00:17.074Z'},900000,dflt,ENSWERCCR7_7_245,{'$numberLong': '1538437500000'},251534109,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_7_245/WPCH_INDEPENDENT_ATLANTA/ccaptions/2018/10/01/a1f02d4b0ae1ed73ab41e6a90a5c199c.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_7_245/WPCH_INDEPENDENT_ATLANTA/ccaptions/2018/10/01/a1f02d4b0ae1ed73ab41e6a90a5c199c.cc.gz,2018-10-02 00:00:17.074
3434677,{'$oid': '5bb2b511cc21c600070924d7'},KOB_NBC_ALBUQUERQUE,{'$date': '2018-10-02T00:00:17.376Z'},900000,dflt,ENSWERCCR7_46_148,{'$numberLong': '1538437500000'},251539190,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_46_148/KOB_NBC_ALBUQUERQUE/ccaptions/2018/10/01/ef165e672c7aaf87d715e137cf388790.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_46_148/KOB_NBC_ALBUQUERQUE/ccaptions/2018/10/01/ef165e672c7aaf87d715e137cf388790.cc.gz,2018-10-02 00:00:17.376
3434678,{'$oid': '5bb2b51229fdd5000748956d'},KATU_ABC_PORTLAND,{'$date': '2018-10-02T00:00:18.947Z'},900000,dflt,ENSWERCCR7_45,{'$numberLong': '1538437500000'},251539905,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_45/KATU_ABC_PORTLAND/ccaptions/2018/10/01/893919f737a3eda9887cf803fdf354b1.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_45/KATU_ABC_PORTLAND/ccaptions/2018/10/01/893919f737a3eda9887cf803fdf354b1.cc.gz,2018-10-02 00:00:18.947
3434679,{'$oid': '5bb2b51261aed300080d0d5a'},KTUL_ABC_TULSA,{'$date': '2018-10-02T00:00:18.079Z'},900000,dflt,ENSWERCCR7_154,{'$numberLong': '1538437500000'},251537298,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154/KTUL_ABC_TULSA/ccaptions/2018/10/01/179806b0e7096e53afbee54fc3a6cbf6.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154/KTUL_ABC_TULSA/ccaptions/2018/10/01/179806b0e7096e53afbee54fc3a6cbf6.cc.gz,2018-10-02 00:00:18.079
3434680,{'$oid': '5bb2b512bf152d0008103b75'},ABC_FAMILY_HD,{'$date': '2018-10-02T00:00:18.822Z'},900000,dflt,ENSWERCCR2_ingest204,{'$numberLong': '1538437500000'},251540920,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest204/ABC_FAMILY_HD/ccaptions/2018/10/01/5800d9ad43bd3bee1a86018ba8a9d983.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest204/ABC_FAMILY_HD/ccaptions/2018/10/01/5800d9ad43bd3bee1a86018ba8a9d983.cc.gz,2018-10-02 00:00:18.822
3434681,{'$oid': '5bb2b513198c030007a000f1'},KXLN_UNIVISION_HOUSTON,{'$date': '2018-10-02T00:00:19.504Z'},900000,dflt,ENSWERCCR7_214,{'$numberLong': '1538437500000'},251535335,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_214/KXLN_UNIVISION_HOUSTON/ccaptions/2018/10/01/ccdd6a59727932750f7f6f92ee942290.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_214/KXLN_UNIVISION_HOUSTON/ccaptions/2018/10/01/ccdd6a59727932750f7f6f92ee942290.cc.gz,2018-10-02 00:00:19.504
3434682,{'$oid': '5bb2b5131f9aac000e4a0587'},WSNS,{'$date': '2018-10-02T00:00:19.060Z'},900000,dflt,ENSWERCCR7_90,{'$numberLong': '1538437500000'},251535047,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WSNS/ccaptions/2018/10/01/70936f3d89fd9f84dcef2d6493b71509.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WSNS/ccaptions/2018/10/01/70936f3d89fd9f84dcef2d6493b71509.cc.gz,2018-10-02 00:00:19.060
3434683,{'$oid': '5bb2b5131f9aac000e4a0588'},WXFT,{'$date': '2018-10-02T00:00:19.088Z'},900000,dflt,ENSWERCCR7_90,{'$numberLong': '1538437500000'},251534987,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WXFT/ccaptions/2018/10/01/d3361a571cdcf4e933d28f0103e62aea.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_90/WXFT/ccaptions/2018/10/01/d3361a571cdcf4e933d28f0103e62aea.cc.gz,2018-10-02 00:00:19.088
3434684,{'$oid': '5bb2b513391f8000074c1ea6'},INVESTIGATION_DISCOVERY_ID_HD,{'$date': '2018-10-02T00:00:19.278Z'},900000,dflt,ENSWERCCR2_ingest205,{'$numberLong': '1538437500000'},251547906,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest205/INVESTIGATION_DISCOVERY_ID_HD/ccaptions/2018/10/01/b3f969c1fbaded33327e63e574de87ec.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest205/INVESTIGATION_DISCOVERY_ID_HD/ccaptions/2018/10/01/b3f969c1fbaded33327e63e574de87ec.cc.gz,2018-10-02 00:00:19.278
3434685,{'$oid': '5bb2b513871a570007f132ce'},WHAS_ABC_LOUISVILLE,{'$date': '2018-10-02T00:00:19.041Z'},900000,dflt,ENSWERCCR7_120_105,{'$numberLong': '1538437500000'},251546481,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_120_105/WHAS_ABC_LOUISVILLE/ccaptions/2018/10/01/eafdab6ee2419c7ad12b9bc83185631c.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_120_105/WHAS_ABC_LOUISVILLE/ccaptions/2018/10/01/eafdab6ee2419c7ad12b9bc83185631c.cc.gz,2018-10-02 00:00:19.041
3434686,{'$oid': '5bb2b5139d8b2100073a7c1e'},WWSI_TELEMUNDO_PHILADELPHIA,{'$date': '2018-10-02T00:00:19.477Z'},900000,dflt,ENSWERCCR7_238_21,{'$numberLong': '1538437500000'},251538112,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_238_21/WWSI_TELEMUNDO_PHILADELPHIA/ccaptions/2018/10/01/ec09cae5d163c59c705600e07007d764.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_238_21/WWSI_TELEMUNDO_PHILADELPHIA/ccaptions/2018/10/01/ec09cae5d163c59c705600e07007d764.cc.gz,2018-10-02 00:00:19.477
3434687,{'$oid': '5bb2b513a785460007a499d2'},CNN_HEADLINE_NEWS_HLN_SD,{'$date': '2018-10-02T00:00:19.701Z'},900000,dflt,ENSWERCCR2_ingest209,{'$numberLong': '1538437500000'},251533198,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest209/CNN_HEADLINE_NEWS_HLN_SD/ccaptions/2018/10/01/949225a45f805b505a86a17077a19a51.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest209/CNN_HEADLINE_NEWS_HLN_SD/ccaptions/2018/10/01/949225a45f805b505a86a17077a19a51.cc.gz,2018-10-02 00:00:19.701
3434688,{'$oid': '5bb2b513a785460007a499d3'},TRUTV_EAST_HD,{'$date': '2018-10-02T00:00:19.735Z'},900000,dflt,ENSWERCCR2_ingest209,{'$numberLong': '1538437500000'},251542024,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest209/TRUTV_EAST_HD/ccaptions/2018/10/01/e2ff7e453351985f018531b9382fea2b.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest209/TRUTV_EAST_HD/ccaptions/2018/10/01/e2ff7e453351985f018531b9382fea2b.cc.gz,2018-10-02 00:00:19.735
3434689,{'$oid': '5bb2b513c9e2250007ca00ce'},KTVW_UNIVISION_PHOENIX,{'$date': '2018-10-02T00:00:19.543Z'},900000,dflt,ENSWERCCR7_64_196,{'$numberLong': '1538437500000'},251533427,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_64_196/KTVW_UNIVISION_PHOENIX/ccaptions/2018/10/01/c77f43f3143f2c77443fdc5425833e9b.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_64_196/KTVW_UNIVISION_PHOENIX/ccaptions/2018/10/01/c77f43f3143f2c77443fdc5425833e9b.cc.gz,2018-10-02 00:00:19.543
3434690,{'$oid': '5bb2b513e08b9f000745fb5a'},KNIC_UNIMAS_SAN_ANTONIO,{'$date': '2018-10-02T00:00:19.176Z'},900000,dflt,ENSWERCCR7_53_219,{'$numberLong': '1538437500000'},410625289,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_53_219/KNIC_UNIMAS_SAN_ANTONIO/ccaptions/2018/10/01/f99e2d63f47f1da759dd5f8bcee2a29e.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_53_219/KNIC_UNIMAS_SAN_ANTONIO/ccaptions/2018/10/01/f99e2d63f47f1da759dd5f8bcee2a29e.cc.gz,2018-10-02 00:00:19.176
3434691,{'$oid': '5bb2b514189c800012872769'},WTTA_MY_NETWORK_TAMPA,{'$date': '2018-10-02T00:00:20.858Z'},900000,dflt,ENSWERCCR7_99_135,{'$numberLong': '1538437500000'},251533843,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_99_135/WTTA_MY_NETWORK_TAMPA/ccaptions/2018/10/01/962a4ca8a5e1dd855f5a0e4c34852016.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_99_135/WTTA_MY_NETWORK_TAMPA/ccaptions/2018/10/01/962a4ca8a5e1dd855f5a0e4c34852016.cc.gz,2018-10-02 00:00:20.858
3434692,{'$oid': '5bb2b514774b010007482430'},DISNEY_CHANNEL_HD,{'$date': '2018-10-02T00:00:20.774Z'},900000,dflt,ENSWERCCR2_ingest207,{'$numberLong': '1538437500000'},251551124,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest207/DISNEY_CHANNEL_HD/ccaptions/2018/10/01/c2731706b0656a91d0bc7834572adf67.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest207/DISNEY_CHANNEL_HD/ccaptions/2018/10/01/c2731706b0656a91d0bc7834572adf67.cc.gz,2018-10-02 00:00:20.774
3434693,{'$oid': '5bb2b514b09d660009555ce4'},CBS_KCBS_HD,{'$date': '2018-10-02T00:00:20.413Z'},900000,dflt,ENSWERCCR7_241_246,{'$numberLong': '1538437500000'},251540787,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_241_246/CBS_KCBS_HD/ccaptions/2018/10/01/58ae00221c71697d4a47db5b5f16a15f.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_241_246/CBS_KCBS_HD/ccaptions/2018/10/01/58ae00221c71697d4a47db5b5f16a15f.cc.gz,2018-10-02 00:00:20.413
3434694,{'$oid': '5bb2b514b09d660009555ce5'},ABC_KABC_HD,{'$date': '2018-10-02T00:00:20.522Z'},900000,dflt,ENSWERCCR7_241_246,{'$numberLong': '1538437500000'},251540789,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_241_246/ABC_KABC_HD/ccaptions/2018/10/01/6f807acb2f1ae982ac6b0cb609216a17.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_241_246/ABC_KABC_HD/ccaptions/2018/10/01/6f807acb2f1ae982ac6b0cb609216a17.cc.gz,2018-10-02 00:00:20.522
3434695,{'$oid': '5bb2b51534cc5b000856f77f'},WDCA_MY_NETWORK_WASHINGTON_DC,{'$date': '2018-10-02T00:00:21.877Z'},900000,dflt,ENSWERCCR7_165_19,{'$numberLong': '1538437500000'},251544103,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_165_19/WDCA_MY_NETWORK_WASHINGTON_DC/ccaptions/2018/10/01/84c58ecb520290a7ec39f5fc716b2a2e.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_165_19/WDCA_MY_NETWORK_WASHINGTON_DC/ccaptions/2018/10/01/84c58ecb520290a7ec39f5fc716b2a2e.cc.gz,2018-10-02 00:00:21.877
3434696,{'$oid': '5bb2b5154a99b80007c255a8'},KTVX_ABC_SLC,{'$date': '2018-10-02T00:00:21.637Z'},900000,dflt,ENSWERCCR7_154_93,{'$numberLong': '1538437500000'},251546648,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KTVX_ABC_SLC/ccaptions/2018/10/01/921e32599633506cd1f8247063c4e56c.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_154_93/KTVX_ABC_SLC/ccaptions/2018/10/01/921e32599633506cd1f8247063c4e56c.cc.gz,2018-10-02 00:00:21.637
3434697,{'$oid': '5bb2b5158e19360007fd700e'},BRAVO_EAST_HD,{'$date': '2018-10-02T00:00:21.376Z'},900000,dflt,ENSWERCCR2_ingest208,{'$numberLong': '1538437500000'},251548053,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest208/BRAVO_EAST_HD/ccaptions/2018/10/01/0c9a07697000b2f19aa055c261086c75.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR2_ingest208/BRAVO_EAST_HD/ccaptions/2018/10/01/0c9a07697000b2f19aa055c261086c75.cc.gz,2018-10-02 00:00:21.376
3434698,{'$oid': '5bb2b515955cde0007425f8d'},WZDC_TELEMUNDO_WASHINGTON_DC,{'$date': '2018-10-02T00:00:21.049Z'},900000,dflt,ENSWERCCR7_196_231,{'$numberLong': '1538437500000'},251534662,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_196_231/WZDC_TELEMUNDO_WASHINGTON_DC/ccaptions/2018/10/01/3a10060b1d8ecd69f076bf429b3d7eb9.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_196_231/WZDC_TELEMUNDO_WASHINGTON_DC/ccaptions/2018/10/01/3a10060b1d8ecd69f076bf429b3d7eb9.cc.gz,2018-10-02 00:00:21.049
3434699,{'$oid': '5bb2b515c0138c00073a2b9b'},KINC_UNIVISION_LAS_VEGAS,{'$date': '2018-10-02T00:00:21.314Z'},900000,dflt,ENSWERCCR7_127_99,{'$numberLong': '1538437500000'},251540331,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_99/KINC_UNIVISION_LAS_VEGAS/ccaptions/2018/10/01/41c1629e1045a80a676f99111dcdc6e1.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_99/KINC_UNIVISION_LAS_VEGAS/ccaptions/2018/10/01/41c1629e1045a80a676f99111dcdc6e1.cc.gz,2018-10-02 00:00:21.314
3434700,{'$oid': '5bb2b515ca90350007e70897'},KMGH_ABC_DENVER,{'$date': '2018-10-02T00:00:21.419Z'},900000,dflt,ENSWERCCR7_221_102,{'$numberLong': '1538437500000'},251539906,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KMGH_ABC_DENVER/ccaptions/2018/10/01/089b6c6a7917dff7e27fd43666f4c1a4.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KMGH_ABC_DENVER/ccaptions/2018/10/01/089b6c6a7917dff7e27fd43666f4c1a4.cc.gz,2018-10-02 00:00:21.419
3434701,{'$oid': '5bb2b515ca90350007e70898'},KWGN_CW_DENVER,{'$date': '2018-10-02T00:00:21.532Z'},900000,dflt,ENSWERCCR7_221_102,{'$numberLong': '1538437500000'},251537826,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KWGN_CW_DENVER/ccaptions/2018/10/01/e706bf00430dd741c4fd7dec4ffa44ab.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KWGN_CW_DENVER/ccaptions/2018/10/01/e706bf00430dd741c4fd7dec4ffa44ab.cc.gz,2018-10-02 00:00:21.532
3434702,{'$oid': '5bb2b515ca90350007e70899'},KDVR_FOX_DENVER,{'$date': '2018-10-02T00:00:21.631Z'},900000,dflt,ENSWERCCR7_221_102,{'$numberLong': '1538437500000'},251536157,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KDVR_FOX_DENVER/ccaptions/2018/10/01/877d9845d821a121c881067c4d0e1e3b.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_221_102/KDVR_FOX_DENVER/ccaptions/2018/10/01/877d9845d821a121c881067c4d0e1e3b.cc.gz,2018-10-02 00:00:21.631
3434703,{'$oid': '5bb2b515ec2590000757965c'},BET_EAST_SD,{'$date': '2018-10-02T00:00:21.736Z'},900000,dflt,ENSWERCCR4_21,{'$numberLong': '1538437500000'},251535206,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR4_21/BET_EAST_SD/ccaptions/2018/10/01/3eb5b42d3509b9e4267176a976ccac9b.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR4_21/BET_EAST_SD/ccaptions/2018/10/01/3eb5b42d3509b9e4267176a976ccac9b.cc.gz,2018-10-02 00:00:21.736
3434704,{'$oid': '5bb2b515f37c460007091d33'},KVVU_FOX_LAS_VEGAS,{'$date': '2018-10-02T00:00:21.176Z'},900000,dflt,ENSWERCCR7_127_98,{'$numberLong': '1538437500000'},251536419,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_98/KVVU_FOX_LAS_VEGAS/ccaptions/2018/10/01/9efe40b22308d00b97d6edcb28c90e30.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_127_98/KVVU_FOX_LAS_VEGAS/ccaptions/2018/10/01/9efe40b22308d00b97d6edcb28c90e30.cc.gz,2018-10-02 00:00:21.176
3434705,{'$oid': '5bb2b51633e2850007ae8171'},WBFF_FOX_BALTIMORE,{'$date': '2018-10-02T00:00:22.330Z'},900000,dflt,ENSWERCCR7_153_190,{'$numberLong': '1538437500000'},251538178,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153_190/WBFF_FOX_BALTIMORE/ccaptions/2018/10/01/8f8deb2624a4ccc17882caa495db2d26.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_153_190/WBFF_FOX_BALTIMORE/ccaptions/2018/10/01/8f8deb2624a4ccc17882caa495db2d26.cc.gz,2018-10-02 00:00:22.330
3434706,{'$oid': '5bb2b5166444bf0009bde963'},KSHB_NBC_KC,{'$date': '2018-10-02T00:00:22.593Z'},900000,dflt,ENSWERCCR7_78_69,{'$numberLong': '1538437500000'},251539713,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KSHB_NBC_KC/ccaptions/2018/10/01/1b6fa52485db9ff47db03bbfe18c0b95.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KSHB_NBC_KC/ccaptions/2018/10/01/1b6fa52485db9ff47db03bbfe18c0b95.cc.gz,2018-10-02 00:00:22.593
3434707,{'$oid': '5bb2b5166444bf0009bde964'},KSMO_MY_NETWORK_KC,{'$date': '2018-10-02T00:00:22.650Z'},900000,dflt,ENSWERCCR7_78_69,{'$numberLong': '1538437500000'},251534925,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KSMO_MY_NETWORK_KC/ccaptions/2018/10/01/a14cfaff66fce194495363defae9c946.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KSMO_MY_NETWORK_KC/ccaptions/2018/10/01/a14cfaff66fce194495363defae9c946.cc.gz,2018-10-02 00:00:22.650
3434708,{'$oid': '5bb2b5166444bf0009bde965'},KMBC_ABC_KC,{'$date': '2018-10-02T00:00:22.715Z'},900000,dflt,ENSWERCCR7_78_69,{'$numberLong': '1538437500000'},251536377,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KMBC_ABC_KC/ccaptions/2018/10/01/f7192fc7002fee3c34ab33a4cb7ad2ab.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_78_69/KMBC_ABC_KC/ccaptions/2018/10/01/f7192fc7002fee3c34ab33a4cb7ad2ab.cc.gz,2018-10-02 00:00:22.715
3434709,{'$oid': '5bb2b51670a2170008c64e60'},WJXT_INDEPENDENT_JACKSONVILLE,{'$date': '2018-10-02T00:00:22.627Z'},900000,dflt,ENSWERCCR7_10_19,{'$numberLong': '1538437500000'},251533910,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_10_19/WJXT_INDEPENDENT_JACKSONVILLE/ccaptions/2018/10/01/55ee3d7f3c028a93f47ff48abf0c1cc5.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR7_10_19/WJXT_INDEPENDENT_JACKSONVILLE/ccaptions/2018/10/01/55ee3d7f3c028a93f47ff48abf0c1cc5.cc.gz,2018-10-02 00:00:22.627
3434710,{'$oid': '5bb2b51694f50d0007f373e9'},NFL_NETWORK_HD,{'$date': '2018-10-02T00:00:22.803Z'},900000,dflt,ENSWERCCR9_NATPEORIA28,{'$numberLong': '1538437500000'},251540074,{'$date': '2018-10-01T23:45:00.000Z'},https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR9_NATPEORIA28/NFL_NETWORK_HD/ccaptions/2018/10/01/19514e45e03845a78a0cf53304adc534.cc,https://s3.amazonaws.com/adm-mpeg-dash/gnvideostream/ENSWERCCR9_NATPEORIA28/NFL_NETWORK_HD/ccaptions/2018/10/01/19514e45e03845a78a0cf53304adc534.cc.gz,2018-10-02 00:00:22.803
